age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
49.0,Blue-Collar,Divorced,Secondary,No,23.0,No,No,Cellular,17,Nov,221.0,2,-1,0,New_customer,0
55.0,Retired,Married,Secondary,No,1431.0,No,Yes,Cellular,28,Jan,107.0,1,-1,0,New_customer,0
51.0,Blue-Collar,Married,Secondary,No,814.0,Yes,No,Cellular,14,May,17.0,6,-1,0,New_customer,0
30.0,Unemployed,Married,Secondary,No,142.0,Yes,No,Cellular,20,May,350.0,4,-1,0,New_customer,0
37.0,Admin,Single,Secondary,No,810.0,Yes,No,Cellular,8,Apr,376.0,1,295,1,Failure,0
36.0,Management,Married,Tertiary,No,1604.0,Yes,No,Cellular,11,Jun,47.0,3,-1,0,New_customer,0
51.0,Management,Divorced,Tertiary,No,0.0,Yes,No,Cellular,28,Jul,534.0,4,-1,0,New_customer,0
29.0,Admin,Single,Secondary,No,488.0,Yes,No,Cellular,4,Jun,105.0,1,-1,0,New_customer,0
32.0,Student,Single,Secondary,No,4087.0,No,No,Cellular,6,Feb,119.0,6,-1,0,New_customer,0
36.0,Services,Married,Secondary,No,1746.0,Yes,No,Cellular,7,Apr,15.0,1,316,1,Failure,0
32.0,Blue-Collar,Married,Secondary,No,-208.0,Yes,Yes,Cellular,9,May,325.0,1,-1,0,New_customer,0
56.0,Retired,Married,Primary,No,152.0,Yes,Yes,Cellular,30,Jul,65.0,6,-1,0,New_customer,0
46.0,Services,Married,Secondary,No,0.0,No,No,Cellular,18,Aug,74.0,4,-1,0,New_customer,0
39.0,Admin,Divorced,Secondary,No,399.0,Yes,Yes,Cellular,14,Aug,133.0,2,-1,0,New_customer,0
57.0,Retired,Married,Primary,No,318.0,No,No,Cellular,22,Aug,371.0,4,-1,0,New_customer,0
53.0,Management,Married,Tertiary,No,4087.0,No,No,Cellular,18,Nov,117.0,2,-1,0,New_customer,0
33.0,Technician,Married,Secondary,No,3071.0,Yes,Yes,Cellular,21,Jul,323.0,1,-1,0,New_customer,0
43.0,Blue-Collar,Divorced,Primary,No,177.0,No,No,Cellular,3,Feb,124.0,1,-1,0,New_customer,0
40.0,Management,Married,Tertiary,No,4087.0,No,No,Cellular,20,Jun,111.0,3,-1,0,New_customer,0
44.0,Admin,Married,Secondary,Yes,0.0,No,Yes,Cellular,30,Jun,76.0,3,-1,0,New_customer,0
59.0,Admin,Married,Primary,No,879.0,Yes,No,Cellular,30,Jan,126.0,5,259,7,Failure,0
59.0,Retired,Married,Secondary,No,1887.0,No,No,Cellular,28,Aug,88.0,6,-1,0,New_customer,0
28.0,Services,Single,Secondary,No,3331.0,Yes,No,Cellular,28,May,229.0,2,-1,0,New_customer,0
26.0,Management,Single,Tertiary,No,3.0,Yes,No,Cellular,23,Jul,106.0,1,-1,0,New_customer,0
59.0,Management,Single,Tertiary,No,4087.0,No,No,Cellular,5,Aug,124.0,1,-1,0,New_customer,0
78.0,Retired,Divorced,Primary,No,55.0,No,No,Telephone,5,Nov,143.0,3,90,1,Other,0
33.0,Services,Married,Primary,No,0.0,Yes,No,Cellular,7,May,227.0,2,-1,0,New_customer,0
38.0,Blue-Collar,Divorced,Secondary,No,2998.0,Yes,No,Cellular,11,Jun,91.0,1,-1,0,New_customer,0
35.0,Self-Employed,Married,Secondary,No,524.0,Yes,No,Cellular,21,Nov,484.0,4,-1,0,New_customer,0
30.0,Technician,Single,Tertiary,No,106.0,Yes,No,Cellular,13,May,119.0,3,-1,0,New_customer,0
31.0,Services,Single,Secondary,No,85.0,No,No,Cellular,16,Jul,151.0,1,-1,0,New_customer,0
35.0,Technician,Married,Secondary,No,249.0,No,No,Cellular,21,Aug,205.0,6,-1,0,New_customer,0
45.0,Management,Married,Tertiary,No,10.0,No,No,Cellular,26,Aug,133.0,6,-1,0,New_customer,0
40.0,Admin,Married,Secondary,No,523.0,Yes,Yes,Cellular,8,May,598.0,3,-1,0,New_customer,0
50.0,Services,Married,Secondary,No,1321.0,No,No,Cellular,17,Jun,271.0,2,-1,0,New_customer,0
29.0,Admin,Single,Secondary,No,-194.0,Yes,No,Cellular,7,May,127.0,1,-1,0,New_customer,0
41.0,Unemployed,Single,Tertiary,No,4087.0,Yes,No,Cellular,20,Nov,137.0,1,-1,0,New_customer,0
44.0,Technician,Married,Tertiary,No,964.0,No,No,Cellular,29,Jul,158.0,2,-1,0,New_customer,0
29.0,Management,Single,Secondary,No,923.0,No,No,Cellular,26,May,333.0,1,-1,0,New_customer,0
49.0,Technician,Divorced,Secondary,No,2677.0,Yes,Yes,Cellular,31,Jul,67.0,3,-1,0,New_customer,0
30.0,Admin,Single,Secondary,No,873.0,No,No,Cellular,7,Oct,301.0,1,216,2,Failure,0
37.0,Blue-Collar,Married,Secondary,No,-1050.0,Yes,No,Cellular,2,Jun,548.0,2,-1,0,New_customer,0
52.0,Admin,Divorced,Secondary,No,361.0,No,Yes,Cellular,20,Nov,147.0,1,-1,0,New_customer,0
30.0,Management,Single,Tertiary,No,1466.0,No,No,Cellular,12,Aug,111.0,4,-1,0,New_customer,0
40.0,Admin,Single,Secondary,No,782.0,Yes,No,Cellular,21,Dec,94.0,5,202,17,Failure,0
33.0,Blue-Collar,Married,Secondary,No,3576.0,Yes,No,Cellular,2,Apr,124.0,1,308,2,Other,0
34.0,Self-Employed,Single,Secondary,No,3.0,Yes,No,Cellular,5,May,301.0,1,-1,0,New_customer,0
33.0,Blue-Collar,Married,Secondary,No,-112.0,Yes,No,Cellular,28,May,132.0,1,-1,0,New_customer,0
35.0,Unemployed,Married,Secondary,No,759.0,No,No,Cellular,19,Nov,556.0,3,-1,0,New_customer,0
54.0,Management,Married,Tertiary,No,195.0,No,Yes,Cellular,4,Feb,47.0,1,265,6,Other,0
32.0,Services,Married,Secondary,No,15.0,Yes,No,Cellular,15,May,391.0,1,-1,0,New_customer,0
32.0,Technician,Married,Tertiary,No,-1053.0,Yes,No,Cellular,21,Jul,357.0,3,-1,0,New_customer,0
44.0,Management,Married,Secondary,No,488.0,No,Yes,Cellular,29,Jan,138.0,2,183,11,Failure,0
53.0,Technician,Married,Secondary,No,287.0,No,No,Telephone,6,Feb,13.0,5,-1,0,New_customer,0
53.0,Admin,Married,Secondary,No,578.0,No,No,Cellular,29,Aug,59.0,2,-1,0,New_customer,0
40.0,Management,Single,Tertiary,No,1509.0,No,No,Cellular,12,May,333.0,1,58,3,Failure,0
29.0,Admin,Single,Secondary,No,3794.0,No,No,Cellular,30,Apr,249.0,1,-1,0,New_customer,0
36.0,Housemaid,Married,Primary,No,4087.0,Yes,No,Cellular,14,Jul,565.0,4,-1,0,New_customer,0
40.0,Blue-Collar,Divorced,Secondary,No,793.0,Yes,No,Cellular,15,May,109.0,1,-1,0,New_customer,0
58.0,Services,Married,Primary,No,943.0,Yes,No,Cellular,3,Jun,243.0,3,-1,0,New_customer,0
34.0,Management,Married,Tertiary,No,0.0,Yes,Yes,Cellular,10,Jul,129.0,1,-1,0,New_customer,0
60.0,Blue-Collar,Married,Secondary,No,4087.0,Yes,No,Telephone,9,Jul,196.0,1,-1,0,New_customer,0
23.0,Student,Single,Secondary,No,565.0,No,No,Cellular,28,May,162.0,6,-1,0,New_customer,0
59.0,Management,Married,Secondary,No,1541.0,No,No,Cellular,5,Aug,790.0,1,-1,0,New_customer,0
42.0,Technician,Married,Tertiary,No,1079.0,No,No,Cellular,31,Jul,61.0,2,-1,0,New_customer,0
50.0,Management,Married,Tertiary,No,0.0,No,No,Cellular,10,Aug,232.0,3,130,3,Other,0
31.0,Management,Single,Secondary,No,1310.0,Yes,No,Cellular,18,May,12.0,2,-1,0,New_customer,0
31.0,Management,Single,Tertiary,No,98.0,No,No,Cellular,11,Aug,69.0,2,-1,0,New_customer,0
28.0,Admin,Married,Secondary,No,5.0,Yes,No,Cellular,18,Jul,121.0,1,-1,0,New_customer,0
56.0,Admin,Married,Primary,No,0.0,Yes,No,Cellular,3,Apr,353.0,2,227,4,Failure,0
23.0,Student,Single,Secondary,No,4087.0,No,No,Cellular,5,Jun,471.0,2,-1,0,New_customer,0
30.0,Entrepreneur,Married,Secondary,No,2551.0,Yes,No,Cellular,5,Jun,142.0,2,-1,0,New_customer,0
54.0,Technician,Married,Secondary,No,0.0,No,No,Telephone,14,Aug,159.0,2,106,6,Success,0
35.0,Blue-Collar,Married,Secondary,No,154.0,Yes,No,Cellular,23,May,211.0,4,-1,0,New_customer,0
29.0,Admin,Married,Secondary,No,-150.0,Yes,No,Cellular,6,May,328.0,1,-1,0,New_customer,0
48.0,Management,Married,Primary,No,427.0,No,No,Cellular,17,Nov,62.0,1,-1,0,New_customer,0
43.0,Admin,Single,Tertiary,No,664.0,Yes,No,Cellular,17,Apr,119.0,1,-1,0,New_customer,0
40.0,Management,Single,Tertiary,No,0.0,No,No,Cellular,26,Aug,58.0,6,-1,0,New_customer,0
38.0,Entrepreneur,Married,Secondary,No,680.0,Yes,No,Cellular,19,May,144.0,2,-1,0,New_customer,0
30.0,Admin,Married,Secondary,No,4.0,No,No,Cellular,20,Jun,7.0,2,-1,0,New_customer,0
60.0,Blue-Collar,Married,Secondary,No,196.0,No,No,Cellular,20,Jun,583.0,3,-1,0,New_customer,0
31.0,Entrepreneur,Divorced,Secondary,No,290.0,Yes,No,Cellular,13,Apr,230.0,1,-1,0,New_customer,0
28.0,Student,Single,Tertiary,No,221.0,Yes,No,Cellular,15,May,176.0,1,-1,0,New_customer,0
31.0,Technician,Married,Secondary,No,180.0,No,No,Cellular,26,May,222.0,1,70,2,Success,0
48.0,Services,Single,Primary,No,-139.0,No,No,Cellular,13,May,75.0,2,-1,0,New_customer,0
36.0,Blue-Collar,Single,Primary,No,79.0,No,No,Cellular,20,Jun,9.0,3,-1,0,New_customer,0
41.0,Management,Divorced,Tertiary,No,236.0,No,No,Cellular,3,Feb,159.0,2,-1,0,New_customer,0
35.0,Management,Single,Tertiary,No,1120.0,No,No,Cellular,21,Sep,4.0,1,771,2,Success,0
51.0,Management,Divorced,Tertiary,No,-2257.0,Yes,Yes,Cellular,14,Jul,301.0,6,-1,0,New_customer,0
35.0,Blue-Collar,Married,Secondary,No,2200.0,Yes,No,Cellular,17,Apr,14.0,1,-1,0,New_customer,0
51.0,Management,Single,Tertiary,No,-461.0,Yes,No,Cellular,28,May,33.0,2,-1,0,New_customer,0
56.0,Blue-Collar,Married,Secondary,No,385.0,No,No,Cellular,20,Aug,210.0,3,-1,0,New_customer,0
59.0,Retired,Married,Secondary,No,2291.0,No,Yes,Cellular,14,Jul,127.0,3,-1,0,New_customer,0
27.0,Services,Married,Secondary,No,54.0,Yes,No,Cellular,18,May,97.0,1,370,1,Failure,0
48.0,Services,Married,Secondary,No,2850.0,Yes,No,Cellular,6,Aug,107.0,3,-1,0,New_customer,0
24.0,Admin,Single,Secondary,No,1235.0,Yes,Yes,Cellular,30,May,76.0,3,-1,0,New_customer,0
56.0,Admin,Married,Secondary,No,360.0,Yes,Yes,Cellular,24,Jul,98.0,2,-1,0,New_customer,0
34.0,Management,Married,Tertiary,No,1352.0,No,No,Cellular,8,Aug,265.0,2,-1,0,New_customer,0
35.0,Technician,Married,Secondary,No,905.0,No,Yes,Cellular,21,Aug,114.0,2,-1,0,New_customer,0
57.0,Retired,Married,Tertiary,No,138.0,No,No,Cellular,26,May,157.0,5,-1,0,New_customer,0
30.0,Blue-Collar,Single,Secondary,No,0.0,Yes,No,Cellular,14,Jul,768.0,2,-1,0,New_customer,0
40.0,Admin,Divorced,Secondary,No,221.0,Yes,No,Cellular,13,May,154.0,2,-1,0,New_customer,0
48.0,Blue-Collar,Married,Primary,No,-254.0,No,Yes,Cellular,29,Aug,134.0,4,-1,0,New_customer,0
35.0,Management,Married,Tertiary,No,1510.0,Yes,No,Cellular,9,May,61.0,1,-1,0,New_customer,0
46.0,Services,Married,Secondary,No,1757.0,Yes,No,Cellular,14,May,380.0,4,-1,0,New_customer,0
30.0,Blue-Collar,Married,Primary,No,0.0,Yes,No,Cellular,6,May,239.0,2,-1,0,New_customer,0
37.0,Services,Single,Secondary,No,934.0,Yes,No,Cellular,16,May,242.0,3,-1,0,New_customer,0
30.0,Unemployed,Married,Tertiary,No,0.0,Yes,No,Cellular,18,Nov,756.0,1,-1,0,New_customer,0
46.0,Management,Married,Tertiary,No,1217.0,Yes,No,Cellular,15,May,236.0,1,-1,0,New_customer,0
43.0,Blue-Collar,Divorced,Primary,No,-57.0,Yes,No,Cellular,16,May,221.0,2,-1,0,New_customer,0
40.0,Blue-Collar,Single,Secondary,No,82.0,Yes,No,Cellular,13,May,135.0,6,370,5,Failure,0
34.0,Unemployed,Married,Secondary,No,438.0,Yes,Yes,Cellular,9,Apr,272.0,1,323,1,Failure,0
43.0,Admin,Divorced,Secondary,No,729.0,Yes,No,Cellular,30,May,668.0,2,-1,0,New_customer,0
31.0,Services,Married,Secondary,No,0.0,Yes,No,Cellular,29,Jan,224.0,2,-1,0,New_customer,0
37.0,Blue-Collar,Married,Secondary,No,374.0,Yes,No,Cellular,7,May,944.0,3,-1,0,New_customer,0
49.0,Self-Employed,Single,Tertiary,No,-341.0,No,Yes,Cellular,18,Nov,920.0,2,-1,0,New_customer,0
38.0,Blue-Collar,Married,Secondary,No,-367.0,Yes,Yes,Cellular,12,May,354.0,1,-1,0,New_customer,0
27.0,Admin,Single,Secondary,No,592.0,Yes,Yes,Cellular,5,Feb,466.0,3,-1,0,New_customer,0
35.0,Management,Divorced,Tertiary,No,457.0,Yes,No,Cellular,5,Feb,114.0,3,-1,0,New_customer,0
47.0,Unemployed,Single,Secondary,No,4087.0,No,No,Cellular,18,Nov,144.0,1,-1,0,New_customer,0
56.0,Blue-Collar,Married,Primary,No,-85.0,Yes,Yes,Cellular,26,May,118.0,1,-1,0,New_customer,0
26.0,Self-Employed,Single,Secondary,No,467.0,Yes,Yes,Cellular,4,Jun,90.0,2,-1,0,New_customer,0
29.0,Admin,Single,Secondary,No,-309.0,Yes,Yes,Cellular,4,Jun,215.0,1,-1,0,New_customer,0
53.0,Blue-Collar,Married,Secondary,No,4087.0,No,No,Cellular,24,Jun,146.0,4,-1,0,New_customer,0
38.0,Blue-Collar,Married,Primary,No,467.0,Yes,No,Cellular,16,May,379.0,1,-1,0,New_customer,0
33.0,Blue-Collar,Married,Tertiary,No,870.0,No,Yes,Cellular,8,Jul,545.0,3,-1,0,New_customer,0
30.0,Blue-Collar,Single,Secondary,No,-93.0,Yes,No,Cellular,27,May,149.0,2,-1,0,New_customer,0
36.0,Admin,Married,Secondary,No,75.0,Yes,No,Cellular,4,Jul,52.0,4,-1,0,New_customer,0
37.0,Blue-Collar,Single,Secondary,No,292.0,No,No,Cellular,8,Sep,9.0,1,-1,0,New_customer,0
60.0,Blue-Collar,Married,Secondary,No,0.0,No,Yes,Cellular,5,Jun,124.0,1,-1,0,New_customer,0
48.0,Management,Married,Tertiary,No,263.0,Yes,No,Cellular,5,May,350.0,2,-1,0,New_customer,0
32.0,Management,Married,Tertiary,No,134.0,No,Yes,Cellular,29,Aug,162.0,2,-1,0,New_customer,0
31.0,Self-Employed,Single,Tertiary,No,91.0,No,No,Cellular,23,May,206.0,1,-1,0,New_customer,0
54.0,Management,Married,Tertiary,No,0.0,No,Yes,Cellular,19,Nov,307.0,3,-1,0,New_customer,0
31.0,Self-Employed,Married,Tertiary,No,229.0,No,No,Cellular,29,Jan,184.0,1,-1,0,New_customer,0
31.0,Blue-Collar,Married,Secondary,No,892.0,Yes,No,Cellular,29,Jul,25.0,6,-1,0,New_customer,0
29.0,Services,Single,Secondary,No,197.0,Yes,No,Cellular,5,May,19.0,2,-1,0,New_customer,0
23.0,Blue-Collar,Married,Primary,No,-213.0,No,No,Cellular,13,May,165.0,2,-1,0,New_customer,0
51.0,Management,Married,Tertiary,No,-321.0,No,No,Cellular,6,Feb,470.0,2,9,2,Other,0
32.0,Blue-Collar,Single,Secondary,No,604.0,No,No,Cellular,30,Jan,410.0,2,196,2,Other,0
48.0,Management,Married,Primary,No,606.0,No,No,Cellular,5,Mar,77.0,6,-1,0,New_customer,0
32.0,Blue-Collar,Married,Primary,No,1518.0,Yes,No,Telephone,6,Feb,35.0,3,-1,0,New_customer,0
44.0,Housemaid,Married,Secondary,No,192.0,No,No,Cellular,11,Jun,232.0,2,-1,0,New_customer,0
35.0,Management,Married,Tertiary,No,0.0,Yes,Yes,Cellular,25,Jul,86.0,4,-1,0,New_customer,0
46.0,Technician,Married,Secondary,Yes,289.0,No,No,Cellular,7,May,51.0,3,-1,0,New_customer,0
31.0,Admin,Married,Secondary,No,535.0,No,No,Cellular,9,May,249.0,3,-1,0,New_customer,0
31.0,Blue-Collar,Single,Secondary,No,33.0,Yes,No,Cellular,15,May,214.0,4,-1,0,New_customer,0
36.0,Blue-Collar,Married,Primary,No,243.0,Yes,Yes,Cellular,30,May,118.0,2,-1,0,New_customer,0
35.0,Services,Married,Tertiary,No,0.0,Yes,No,Cellular,2,Jun,312.0,2,-1,0,New_customer,0
35.0,Services,Married,Secondary,No,1279.0,Yes,No,Cellular,16,Jun,114.0,5,-1,0,New_customer,0
36.0,Technician,Married,Tertiary,No,1327.0,No,No,Cellular,29,Oct,174.0,2,-1,0,New_customer,0
52.0,Blue-Collar,Married,Tertiary,No,297.0,Yes,No,Cellular,18,Nov,62.0,2,195,1,Failure,0
27.0,Technician,Single,Secondary,No,740.0,Yes,No,Cellular,5,May,294.0,1,-1,0,New_customer,0
47.0,Services,Married,Secondary,No,278.0,Yes,No,Cellular,7,May,51.0,1,366,1,Other,0
43.0,Unemployed,Married,Secondary,No,553.0,No,No,Telephone,4,Feb,125.0,1,-1,0,New_customer,0
41.0,Entrepreneur,Married,Primary,No,406.0,No,No,Cellular,6,Jun,272.0,1,-1,0,New_customer,0
18.0,Student,Single,Secondary,No,5.0,No,No,Cellular,24,Aug,143.0,2,-1,0,New_customer,0
45.0,Blue-Collar,Married,Secondary,No,2071.0,No,Yes,Telephone,22,Jul,1033.0,2,-1,0,New_customer,0
41.0,Technician,Married,Secondary,No,0.0,No,No,Cellular,28,Jan,411.0,2,156,8,Other,0
34.0,Technician,Married,Tertiary,No,932.0,Yes,No,Cellular,4,Jun,218.0,1,-1,0,New_customer,0
46.0,Services,Married,Secondary,No,-119.0,Yes,No,Cellular,22,Jul,151.0,3,-1,0,New_customer,0
38.0,Technician,Married,Secondary,No,381.0,Yes,No,Cellular,29,May,126.0,2,-1,0,New_customer,0
23.0,Services,Married,Secondary,No,1309.0,Yes,No,Cellular,3,Jun,349.0,2,-1,0,New_customer,0
73.0,Retired,Married,Primary,No,542.0,No,No,Telephone,29,Apr,107.0,5,-1,0,New_customer,0
41.0,Technician,Married,Secondary,No,30.0,Yes,No,Cellular,10,Jul,151.0,1,-1,0,New_customer,0
43.0,Management,Single,Tertiary,No,0.0,No,No,Cellular,11,Aug,155.0,2,-1,0,New_customer,0
51.0,Management,Married,Tertiary,No,-15.0,No,No,Cellular,25,Jul,212.0,2,-1,0,New_customer,0
45.0,Services,Married,Secondary,No,318.0,No,No,Cellular,16,Jul,63.0,2,-1,0,New_customer,0
47.0,Housemaid,Divorced,Primary,No,1405.0,No,No,Cellular,12,Jun,127.0,1,-1,0,New_customer,0
35.0,Blue-Collar,Married,Tertiary,No,4087.0,Yes,No,Cellular,14,Apr,119.0,2,-1,0,New_customer,0
38.0,Admin,Divorced,Secondary,No,-51.0,No,Yes,Cellular,30,Jan,102.0,1,-1,0,New_customer,0
31.0,Management,Married,Tertiary,No,3914.0,No,Yes,Cellular,29,Jan,266.0,1,-1,0,New_customer,0
49.0,Entrepreneur,Married,Tertiary,No,4087.0,Yes,No,Cellular,21,Nov,105.0,1,-1,0,New_customer,0
29.0,Blue-Collar,Single,Secondary,No,16.0,No,No,Cellular,12,May,197.0,3,-1,0,New_customer,0
39.0,Admin,Married,Secondary,No,1595.0,Yes,No,Cellular,5,Jun,102.0,2,-1,0,New_customer,0
41.0,Entrepreneur,Married,Tertiary,No,306.0,Yes,No,Cellular,20,Jun,102.0,3,-1,0,New_customer,0
34.0,Blue-Collar,Single,Secondary,No,215.0,No,No,Cellular,5,Jun,329.0,1,94,3,Success,0
39.0,Management,Single,Tertiary,No,0.0,Yes,No,Cellular,12,May,561.0,4,369,3,Failure,0
78.0,Retired,Divorced,Secondary,No,2628.0,No,No,Telephone,14,Apr,129.0,2,-1,0,New_customer,0
33.0,Management,Married,Tertiary,No,1778.0,No,No,Cellular,26,May,134.0,1,103,1,Success,0
59.0,Retired,Married,Primary,No,1423.0,Yes,No,Cellular,15,May,584.0,2,-1,0,New_customer,0
52.0,Management,Married,Tertiary,No,659.0,No,No,Cellular,23,Jul,517.0,4,-1,0,New_customer,0
35.0,Entrepreneur,Married,Tertiary,No,-31.0,Yes,No,Cellular,21,Nov,171.0,2,-1,0,New_customer,0
43.0,Admin,Married,Secondary,Yes,-204.0,Yes,No,Cellular,26,May,163.0,2,-1,0,New_customer,0
43.0,Technician,Single,Secondary,No,1462.0,No,No,Cellular,9,Jun,75.0,2,-1,0,New_customer,0
36.0,Blue-Collar,Married,Secondary,No,723.0,Yes,No,Cellular,31,Jul,101.0,2,-1,0,New_customer,0
36.0,Admin,Single,Tertiary,No,3954.0,Yes,No,Cellular,21,May,432.0,1,-1,0,New_customer,0
45.0,Unemployed,Single,Secondary,No,33.0,No,No,Cellular,5,Feb,437.0,1,-1,0,New_customer,0
47.0,Management,Married,Primary,No,4087.0,Yes,No,Cellular,14,May,114.0,1,-1,0,New_customer,0
38.0,Admin,Divorced,Secondary,Yes,0.0,No,Yes,Cellular,21,Jul,126.0,3,-1,0,New_customer,0
45.0,Entrepreneur,Married,Tertiary,No,219.0,Yes,Yes,Cellular,28,Jul,118.0,4,-1,0,New_customer,0
33.0,Technician,Married,Tertiary,No,2728.0,No,No,Cellular,5,Aug,295.0,2,-1,0,New_customer,0
38.0,Management,Divorced,Tertiary,No,76.0,No,No,Cellular,30,Jan,220.0,3,-1,0,New_customer,0
36.0,Technician,Married,Tertiary,No,4087.0,No,No,Cellular,8,Aug,52.0,3,-1,0,New_customer,0
38.0,Blue-Collar,Married,Secondary,No,-210.0,Yes,No,Cellular,8,May,21.0,1,-1,0,New_customer,0
34.0,Self-Employed,Married,Tertiary,No,2427.0,No,No,Telephone,11,Aug,90.0,3,70,3,Failure,0
32.0,Admin,Single,Secondary,No,45.0,Yes,Yes,Cellular,14,May,908.0,3,344,7,Other,0
49.0,Technician,Married,Secondary,Yes,-74.0,Yes,No,Cellular,19,Nov,114.0,1,-1,0,New_customer,0
37.0,Management,Single,Tertiary,No,2173.0,No,No,Cellular,21,Nov,158.0,3,114,1,Failure,0
47.0,Technician,Divorced,Tertiary,No,4087.0,No,No,Cellular,8,Aug,200.0,4,-1,0,New_customer,0
28.0,Self-Employed,Married,Tertiary,No,120.0,Yes,Yes,Cellular,8,May,130.0,3,-1,0,New_customer,0
29.0,Admin,Divorced,Secondary,No,1320.0,Yes,Yes,Cellular,8,May,489.0,1,-1,0,New_customer,0
30.0,Services,Single,Secondary,No,245.0,No,Yes,Cellular,8,Jul,187.0,2,-1,0,New_customer,0
34.0,Admin,Divorced,Primary,No,4087.0,Yes,No,Cellular,9,May,43.0,2,-1,0,New_customer,0
39.0,Technician,Single,Secondary,No,0.0,Yes,No,Cellular,7,May,130.0,1,-1,0,New_customer,0
26.0,Blue-Collar,Married,Secondary,No,2770.0,Yes,No,Cellular,8,May,141.0,1,-1,0,New_customer,0
38.0,Technician,Divorced,Secondary,No,1221.0,Yes,Yes,Cellular,18,Aug,73.0,6,-1,0,New_customer,0
47.0,Admin,Married,Secondary,No,298.0,Yes,No,Cellular,11,May,183.0,1,-1,0,New_customer,0
61.0,Management,Married,Secondary,No,967.0,No,No,Cellular,20,Aug,180.0,1,-1,0,New_customer,0
35.0,Technician,Married,Secondary,No,0.0,No,No,Cellular,14,Jul,125.0,2,-1,0,New_customer,0
34.0,Admin,Married,Secondary,No,0.0,Yes,No,Cellular,9,Feb,30.0,4,-1,0,New_customer,0
34.0,Entrepreneur,Married,Secondary,No,1368.0,Yes,No,Cellular,18,Nov,252.0,2,-1,0,New_customer,0
56.0,Technician,Single,Secondary,No,751.0,Yes,No,Cellular,15,May,43.0,6,177,5,Failure,0
47.0,Services,Married,Secondary,No,2597.0,Yes,No,Cellular,16,May,323.0,1,-1,0,New_customer,0
36.0,Unemployed,Married,Secondary,No,-35.0,No,No,Cellular,30,Jan,339.0,3,-1,0,New_customer,0
43.0,Technician,Married,Secondary,No,629.0,No,No,Cellular,5,Aug,196.0,1,-1,0,New_customer,0
51.0,Admin,Married,Primary,No,1330.0,Yes,No,Cellular,15,May,415.0,6,-1,0,New_customer,0
40.0,Technician,Single,Secondary,No,277.0,Yes,No,Cellular,14,May,274.0,2,-1,0,New_customer,0
38.0,Services,Married,Tertiary,No,1018.0,No,No,Cellular,16,Jun,325.0,3,-1,0,New_customer,0
34.0,Management,Married,Tertiary,No,11.0,Yes,No,Cellular,17,Jul,654.0,1,-1,0,New_customer,0
47.0,Self-Employed,Married,Tertiary,No,0.0,No,No,Telephone,21,Nov,28.0,1,-1,0,New_customer,0
57.0,Entrepreneur,Married,Secondary,No,905.0,No,No,Cellular,7,Aug,121.0,1,-1,0,New_customer,0
35.0,Technician,Married,Secondary,No,4087.0,No,No,Cellular,21,Nov,89.0,1,92,2,Other,0
45.0,Management,Married,Tertiary,No,54.0,Yes,No,Telephone,13,May,107.0,3,-1,0,New_customer,0
55.0,Unemployed,Married,Secondary,No,-246.0,No,Yes,Cellular,8,Jul,305.0,2,-1,0,New_customer,0
54.0,Management,Married,Secondary,No,0.0,No,No,Cellular,19,Nov,106.0,1,-1,0,New_customer,0
39.0,Services,Married,Primary,No,1951.0,Yes,No,Cellular,23,May,208.0,2,-1,0,New_customer,0
58.0,Services,Married,Primary,No,65.0,No,No,Cellular,27,Jun,162.0,1,-1,0,New_customer,0
31.0,Admin,Married,Secondary,No,368.0,Yes,No,Cellular,5,May,414.0,5,361,3,Other,0
35.0,Blue-Collar,Married,Primary,No,51.0,Yes,No,Cellular,28,May,593.0,2,-1,0,New_customer,0
45.0,Technician,Married,Secondary,No,3492.0,Yes,Yes,Cellular,20,Jun,46.0,4,-1,0,New_customer,0
44.0,Admin,Divorced,Secondary,No,21.0,Yes,No,Cellular,13,Apr,681.0,3,-1,0,New_customer,0
57.0,Blue-Collar,Married,Primary,No,4087.0,No,No,Cellular,20,Jun,11.0,6,-1,0,New_customer,0
41.0,Technician,Married,Secondary,No,978.0,No,No,Cellular,29,Jul,55.0,2,-1,0,New_customer,0
42.0,Blue-Collar,Married,Secondary,No,165.0,Yes,No,Cellular,23,May,333.0,2,-1,0,New_customer,0
49.0,Technician,Single,Secondary,No,350.0,No,No,Cellular,28,Jan,91.0,3,-1,0,New_customer,0
52.0,Self-Employed,Divorced,Secondary,No,385.0,No,Yes,Cellular,26,Aug,96.0,4,-1,0,New_customer,0
57.0,Blue-Collar,Married,Secondary,No,2058.0,Yes,No,Telephone,18,May,23.0,2,-1,0,New_customer,0
29.0,Management,Single,Tertiary,No,-11.0,Yes,No,Cellular,14,May,164.0,2,-1,0,New_customer,0
34.0,Blue-Collar,Single,Primary,No,505.0,Yes,No,Cellular,13,May,351.0,1,-1,0,New_customer,0
36.0,Management,Married,Tertiary,No,-547.0,Yes,No,Cellular,30,Apr,267.0,1,259,2,Failure,0
39.0,Management,Married,Tertiary,No,562.0,No,No,Cellular,13,Sep,303.0,2,-1,0,New_customer,0
53.0,Blue-Collar,Divorced,Primary,No,4087.0,No,No,Cellular,9,Jun,112.0,1,-1,0,New_customer,0
